county,gender,race,year,y,n,county_name
45,1,1,10,42,55831,Licking
45,1,1,11,37,56898,Licking
45,1,1,12,45,57473,Licking
45,1,1,13,46,57934,Licking
45,1,1,14,58,58755,Licking
45,1,1,15,41,59169,Licking
45,1,1,16,43,58967,Licking
45,1,1,17,53,59186,Licking
45,1,1,18,48,59479,Licking
45,1,1,19,58,59484,Licking
45,1,1,20,40,59883,Licking
45,1,1,21,57,60148,Licking
45,1,2,1,1,831,Licking
45,1,2,2,1,855,Licking
45,1,2,3,0,889,Licking
45,1,2,4,0,904,Licking
45,1,2,5,2,953,Licking
45,1,2,6,2,982,Licking
45,1,2,7,0,1016,Licking
45,1,2,8,0,1071,Licking
45,1,2,9,0,1091,Licking
45,1,2,10,0,1132,Licking
45,1,2,11,0,1176,Licking
45,1,2,12,0,1219,Licking
45,1,2,13,0,1265,Licking
45,1,2,14,1,1285,Licking
45,1,2,15,1,1298,Licking
45,1,2,16,2,1290,Licking
45,1,2,17,1,1282,Licking
45,1,2,18,1,1290,Licking
45,1,2,19,0,1283,Licking
45,1,2,20,1,1305,Licking
45,1,2,21,1,1297,Licking
45,2,1,1,7,52827,Licking
45,2,1,2,3,53589,Licking
45,2,1,3,5,54076,Licking
45,2,1,4,8,55074,Licking
45,2,1,5,6,55360,Licking
45,2,1,6,9,55417,Licking
45,2,1,7,9,56119,Licking
45,2,1,8,11,57725,Licking
45,2,1,9,13,57606,Licking
45,2,1,10,12,58151,Licking
45,2,1,11,10,59379,Licking
45,2,1,12,12,59967,Licking
45,2,1,13,21,60553,Licking
45,2,1,14,13,61519,Licking
45,2,1,15,15,61870,Licking
45,2,1,16,23,61883,Licking
45,2,1,17,30,62085,Licking
45,2,1,18,12,62433,Licking
45,2,1,19,18,62369,Licking
45,2,1,20,20,62697,Licking
45,2,1,21,23,62973,Licking
45,2,2,1,1,942,Licking
45,2,2,2,0,947,Licking
45,2,2,3,0,970,Licking
45,2,2,4,1,1000,Licking
45,2,2,5,2,1034,Licking
45,2,2,6,0,1033,Licking
45,2,2,7,0,1080,Licking
45,2,2,8,1,1139,Licking
45,2,2,9,0,1166,Licking
45,2,2,10,1,1196,Licking
45,2,2,11,0,1228,Licking
45,2,2,12,0,1274,Licking
45,2,2,13,2,1302,Licking
45,2,2,14,0,1335,Licking
45,2,2,15,0,1369,Licking
45,2,2,16,0,1346,Licking
45,2,2,17,0,1348,Licking
45,2,2,18,0,1346,Licking
45,2,2,19,0,1352,Licking
45,2,2,20,0,1358,Licking
45,2,2,21,0,1352,Licking
46,1,1,1,11,16301,Logan
46,1,1,2,10,16545,Logan
46,1,1,3,13,16805,Logan
46,1,1,4,16,17152,Logan
46,1,1,5,10,17486,Logan
46,1,1,6,7,17762,Logan
46,1,1,7,12,17846,Logan
46,1,1,8,16,18267,Logan
46,1,1,9,18,18281,Logan
46,1,1,10,16,18353,Logan
46,1,1,11,14,18536,Logan
46,1,1,12,8,18548,Logan
46,1,1,13,14,18616,Logan
46,1,1,14,24,18647,Logan
46,1,1,15,16,18489,Logan
46,1,1,16,17,18513,Logan
46,1,1,17,10,18685,Logan
46,1,1,18,20,18777,Logan
46,1,1,19,18,18787,Logan
46,1,1,20,22,19094,Logan
46,1,1,21,19,19254,Logan
46,1,2,1,0,305,Logan
46,1,2,2,0,322,Logan
46,1,2,3,1,329,Logan
46,1,2,4,0,339,Logan
46,1,2,5,0,357,Logan
46,1,2,6,1,366,Logan
46,1,2,7,0,369,Logan
46,1,2,8,0,391,Logan
46,1,2,9,0,392,Logan
46,1,2,10,0,393,Logan
46,1,2,11,0,395,Logan
46,1,2,12,0,397,Logan
46,1,2,13,0,404,Logan
46,1,2,14,0,402,Logan
46,1,2,15,1,398,Logan
46,1,2,16,0,402,Logan
46,1,2,17,2,408,Logan
46,1,2,18,0,404,Logan
46,1,2,19,0,406,Logan
46,1,2,20,1,409,Logan
46,1,2,21,0,416,Logan
46,2,1,1,6,17231,Logan
46,2,1,2,7,17497,Logan
46,2,1,3,3,17674,Logan
46,2,1,4,0,18024,Logan
46,2,1,5,2,18256,Logan
46,2,1,6,2,18600,Logan
46,2,1,7,5,18633,Logan
46,2,1,8,1,19097,Logan
46,2,1,9,5,19150,Logan
46,2,1,10,6,19246,Logan
46,2,1,11,3,19483,Logan
46,2,1,12,3,19520,Logan
46,2,1,13,5,19636,Logan
46,2,1,14,7,19804,Logan
46,2,1,15,7,19743,Logan
46,2,1,16,7,19865,Logan
46,2,1,17,8,20075,Logan
46,2,1,18,5,20257,Logan
46,2,1,19,6,20230,Logan
46,2,1,20,7,20546,Logan
46,2,1,21,6,20690,Logan
46,2,2,1,0,358,Logan
46,2,2,2,0,349,Logan
46,2,2,3,0,354,Logan
46,2,2,4,0,352,Logan
46,2,2,5,0,363,Logan
46,2,2,6,0,363,Logan
46,2,2,7,1,370,Logan
46,2,2,8,0,376,Logan
46,2,2,9,0,384,Logan
46,2,2,10,1,394,Logan
46,2,2,11,0,393,Logan
46,2,2,12,0,402,Logan
46,2,2,13,0,413,Logan
46,2,2,14,0,415,Logan
46,2,2,15,0,417,Logan
46,2,2,16,0,415,Logan
46,2,2,17,0,418,Logan
46,2,2,18,0,425,Logan
46,2,2,19,0,425,Logan
46,2,2,20,0,427,Logan
46,2,2,21,0,435,Logan
47,1,1,1,54,116701,Lorain
47,1,1,2,70,117106,Lorain
47,1,1,3,67,117314,Lorain
47,1,1,4,46,118688,Lorain
47,1,1,5,64,119250,Lorain
47,1,1,6,55,121085,Lorain
47,1,1,7,53,122447,Lorain
47,1,1,8,70,122295,Lorain
47,1,1,9,65,120443,Lorain
47,1,1,10,65,122819,Lorain
47,1,1,11,51,124615,Lorain
47,1,1,12,92,123253,Lorain
47,1,1,13,80,123261,Lorain
47,1,1,14,69,122948,Lorain
47,1,1,15,97,122079,Lorain
47,1,1,16,87,120888,Lorain
47,1,1,17,78,120295,Lorain
47,1,1,18,80,119883,Lorain
47,1,1,19,95,118812,Lorain
47,1,1,20,88,118930,Lorain
47,1,1,21,104,118533,Lorain
47,1,2,1,1,8092,Lorain
47,1,2,2,3,8193,Lorain
47,1,2,3,4,8411,Lorain
47,1,2,4,6,8503,Lorain
47,1,2,5,4,8679,Lorain
47,1,2,6,7,8946,Lorain
47,1,2,7,5,9145,Lorain
47,1,2,8,7,9324,Lorain
47,1,2,9,4,9337,Lorain
47,1,2,10,7,9625,Lorain
47,1,2,11,9,9997,Lorain
47,1,2,12,6,10104,Lorain
47,1,2,13,8,10372,Lorain
47,1,2,14,9,10558,Lorain
47,1,2,15,8,10766,Lorain
47,1,2,16,3,10834,Lorain
47,1,2,17,9,10891,Lorain
47,1,2,18,8,11037,Lorain
47,1,2,19,5,11045,Lorain
47,1,2,20,6,11195,Lorain
47,1,2,21,10,11333,Lorain
47,2,1,1,11,120578,Lorain
47,2,1,2,9,121235,Lorain
47,2,1,3,13,121446,Lorain
47,2,1,4,8,122768,Lorain
47,2,1,5,4,123317,Lorain
47,2,1,6,12,125129,Lorain
47,2,1,7,14,126818,Lorain
47,2,1,8,20,126808,Lorain
47,2,1,9,23,125264,Lorain
47,2,1,10,19,127884,Lorain
47,2,1,11,26,130063,Lorain
47,2,1,12,22,128797,Lorain
47,2,1,13,24,128960,Lorain
47,2,1,14,32,129001,Lorain
47,2,1,15,28,128776,Lorain
47,2,1,16,33,127777,Lorain
47,2,1,17,35,127534,Lorain
47,2,1,18,33,127503,Lorain
47,2,1,19,34,126146,Lorain
47,2,1,20,42,126183,Lorain
47,2,1,21,35,125680,Lorain
47,2,2,1,0,8724,Lorain
47,2,2,2,0,8848,Lorain
47,2,2,3,0,9041,Lorain
47,2,2,4,1,9183,Lorain
47,2,2,5,0,9322,Lorain
47,2,2,6,0,9618,Lorain
47,2,2,7,0,9843,Lorain
47,2,2,8,0,10059,Lorain
47,2,2,9,1,9988,Lorain
47,2,2,10,0,10409,Lorain
47,2,2,11,2,10760,Lorain
47,2,2,12,1,10895,Lorain
47,2,2,13,3,11131,Lorain
47,2,2,14,0,11290,Lorain
47,2,2,15,3,11463,Lorain
47,2,2,16,2,11425,Lorain
47,2,2,17,2,11518,Lorain
47,2,2,18,3,11555,Lorain
47,2,2,19,3,11553,Lorain
47,2,2,20,0,11735,Lorain
47,2,2,21,0,11809,Lorain
48,1,1,1,128,205421,Lucas
48,1,1,2,142,205769,Lucas
48,1,1,3,131,205858,Lucas
48,1,1,4,135,207747,Lucas
48,1,1,5,132,207640,Lucas
48,1,1,6,143,207139,Lucas
48,1,1,7,154,205426,Lucas
48,1,1,8,169,203994,Lucas
48,1,1,9,167,200181,Lucas
48,1,1,10,140,197996,Lucas
48,1,1,11,149,194976,Lucas
48,1,1,12,183,195234,Lucas
48,1,1,13,151,193633,Lucas
48,1,1,14,172,192757,Lucas
48,1,1,15,160,191059,Lucas
48,1,1,16,183,189145,Lucas
48,1,1,17,149,187525,Lucas
48,1,1,18,171,186894,Lucas
48,1,1,19,181,186631,Lucas
48,1,1,20,160,185986,Lucas
48,1,1,21,150,185367,Lucas
48,1,2,1,19,25956,Lucas
48,1,2,2,22,26431,Lucas
48,1,2,3,21,27214,Lucas
48,1,2,4,23,27587,Lucas
48,1,2,5,14,28189,Lucas
48,1,2,6,15,28642,Lucas
48,1,2,7,18,29001,Lucas
48,1,2,8,23,29509,Lucas
48,1,2,9,21,29521,Lucas
48,1,2,10,13,29894,Lucas
48,1,2,11,34,30252,Lucas
48,1,2,12,23,31345,Lucas
48,1,2,13,23,31876,Lucas
48,1,2,14,31,32378,Lucas
48,1,2,15,29,32830,Lucas
48,1,2,16,26,33192,Lucas
48,1,2,17,24,33624,Lucas
48,1,2,18,30,34088,Lucas
48,1,2,19,24,34784,Lucas
48,1,2,20,22,35453,Lucas
48,1,2,21,39,36104,Lucas
48,2,1,1,27,220106,Lucas
48,2,1,2,30,220737,Lucas
48,2,1,3,32,220578,Lucas
48,2,1,4,27,221913,Lucas
48,2,1,5,48,221730,Lucas
48,2,1,6,49,221138,Lucas
48,2,1,7,44,219758,Lucas
48,2,1,8,49,218591,Lucas
48,2,1,9,53,215259,Lucas
48,2,1,10,48,213152,Lucas
48,2,1,11,48,210307,Lucas
48,2,1,12,67,210626,Lucas
48,2,1,13,60,208950,Lucas
48,2,1,14,70,208276,Lucas
48,2,1,15,76,206682,Lucas
48,2,1,16,76,205114,Lucas
48,2,1,17,62,203537,Lucas
48,2,1,18,100,202770,Lucas
48,2,1,19,91,202241,Lucas
48,2,1,20,93,201331,Lucas
48,2,1,21,108,200458,Lucas
48,2,2,1,1,28527,Lucas
48,2,2,2,6,29110,Lucas
48,2,2,3,5,29941,Lucas
48,2,2,4,1,30423,Lucas
48,2,2,5,0,31034,Lucas
48,2,2,6,1,31645,Lucas
48,2,2,7,3,32164,Lucas
48,2,2,8,8,32846,Lucas
48,2,2,9,5,32923,Lucas
48,2,2,10,4,33453,Lucas
48,2,2,11,4,33790,Lucas
48,2,2,12,7,35077,Lucas
48,2,2,13,9,35776,Lucas
48,2,2,14,9,36468,Lucas
48,2,2,15,12,37137,Lucas
48,2,2,16,7,37752,Lucas
48,2,2,17,8,38206,Lucas
48,2,2,18,7,38971,Lucas
48,2,2,19,9,39647,Lucas
48,2,2,20,15,40316,Lucas
48,2,2,21,8,41115,Lucas
49,1,1,1,6,13287,Madison
49,1,1,2,7,13415,Madison
49,1,1,3,7,13612,Madison
49,1,1,4,6,13906,Madison
49,1,1,5,12,14128,Madison
49,1,1,6,4,13586,Madison
49,1,1,7,6,14823,Madison
49,1,1,8,5,15579,Madison
49,1,1,9,8,15468,Madison
49,1,1,10,17,15380,Madison
49,1,1,11,9,15469,Madison
49,1,1,12,5,15570,Madison
49,1,1,13,7,15823,Madison
49,1,1,14,6,16124,Madison
49,1,1,15,11,16368,Madison
49,1,1,16,15,16691,Madison
49,1,1,17,15,16611,Madison
49,1,1,18,16,16849,Madison
49,1,1,19,7,17059,Madison
49,1,1,20,11,17278,Madison
49,1,1,21,8,17487,Madison
49,1,2,1,0,1090,Madison
49,1,2,2,0,1052,Madison
49,1,2,3,0,1041,Madison
49,1,2,4,0,1017,Madison
49,1,2,5,0,998,Madison
49,1,2,6,0,932,Madison
49,1,2,7,0,1079,Madison
49,1,2,8,0,1200,Madison
49,1,2,9,0,1215,Madison
49,1,2,10,1,1186,Madison
49,1,2,11,0,1179,Madison
49,1,2,12,0,1186,Madison
49,1,2,13,1,1231,Madison
49,1,2,14,0,1234,Madison
49,1,2,15,0,1235,Madison
49,1,2,16,1,1199,Madison
49,1,2,17,0,1180,Madison
49,1,2,18,0,1157,Madison
49,1,2,19,0,1145,Madison
49,1,2,20,0,1132,Madison
49,1,2,21,0,1124,Madison
49,2,1,1,0,12834,Madison
49,2,1,2,1,13077,Madison
49,2,1,3,2,13247,Madison
49,2,1,4,0,13608,Madison
49,2,1,5,4,13837,Madison
49,2,1,6,3,13379,Madison
49,2,1,7,2,14502,Madison
49,2,1,8,0,15143,Madison
49,2,1,9,2,14976,Madison
49,2,1,10,2,14992,Madison
49,2,1,11,4,15159,Madison
49,2,1,12,5,15297,Madison
49,2,1,13,2,15548,Madison
49,2,1,14,7,15768,Madison
49,2,1,15,3,15999,Madison
49,2,1,16,8,16226,Madison
49,2,1,17,5,16061,Madison
49,2,1,18,5,16234,Madison
49,2,1,19,5,16425,Madison
49,2,1,20,4,16623,Madison
49,2,1,21,8,16784,Madison
49,2,2,1,1,458,Madison
49,2,2,2,0,447,Madison
49,2,2,3,0,446,Madison
49,2,2,4,0,440,Madison
49,2,2,5,0,427,Madison
49,2,2,6,0,399,Madison
49,2,2,7,0,425,Madison
49,2,2,8,0,422,Madison
49,2,2,9,0,418,Madison
49,2,2,10,0,411,Madison
49,2,2,11,1,409,Madison
49,2,2,12,0,417,Madison
49,2,2,13,0,422,Madison
49,2,2,14,0,418,Madison
49,2,2,15,0,419,Madison
49,2,2,16,0,413,Madison
49,2,2,17,0,397,Madison
49,2,2,18,0,394,Madison
49,2,2,19,0,391,Madison
49,2,2,20,0,385,Madison
49,2,2,21,0,385,Madison
50,1,1,1,75,128417,Mahoning
50,1,1,2,80,128289,Mahoning
50,1,1,3,78,128099,Mahoning
50,1,1,4,73,129220,Mahoning
50,1,1,5,68,128021,Mahoning
50,1,1,6,74,127019,Mahoning
50,1,1,7,89,128264,Mahoning
50,1,1,8,109,120743,Mahoning
50,1,1,9,88,123817,Mahoning
50,1,1,10,101,123298,Mahoning
50,1,1,11,98,121009,Mahoning
50,1,1,12,91,119283,Mahoning
50,1,1,13,99,118384,Mahoning
50,1,1,14,108,117396,Mahoning
50,1,1,15,106,115754,Mahoning
50,1,1,16,90,115134,Mahoning
50,1,1,17,87,113886,Mahoning
50,1,1,18,109,112943,Mahoning
50,1,1,19,121,110765,Mahoning
50,1,1,20,97,109958,Mahoning
50,1,1,21,101,108650,Mahoning
50,1,2,1,10,18508,Mahoning
50,1,2,2,17,18623,Mahoning
50,1,2,3,23,18946,Mahoning
50,1,2,4,14,18886,Mahoning
50,1,2,5,22,18869,Mahoning
50,1,2,6,7,18977,Mahoning
50,1,2,7,17,19341,Mahoning
50,1,2,8,11,18438,Mahoning
50,1,2,9,20,19137,Mahoning
50,1,2,10,15,19282,Mahoning
50,1,2,11,25,19232,Mahoning
50,1,2,12,16,19397,Mahoning
50,1,2,13,12,19545,Mahoning
50,1,2,14,20,19636,Mahoning
50,1,2,15,21,19715,Mahoning
50,1,2,16,22,20013,Mahoning
50,1,2,17,17,20131,Mahoning
50,1,2,18,25,20274,Mahoning
50,1,2,19,18,20298,Mahoning
50,1,2,20,14,20397,Mahoning
50,1,2,21,23,20598,Mahoning
50,2,1,1,19,135716,Mahoning
50,2,1,2,10,136099,Mahoning
50,2,1,3,15,135901,Mahoning
50,2,1,4,10,136952,Mahoning
50,2,1,5,12,135792,Mahoning
50,2,1,6,16,135086,Mahoning
50,2,1,7,30,136802,Mahoning
50,2,1,8,19,129418,Mahoning
50,2,1,9,31,132846,Mahoning
50,2,1,10,20,132272,Mahoning
50,2,1,11,33,130134,Mahoning
50,2,1,12,26,128385,Mahoning
50,2,1,13,25,127472,Mahoning
50,2,1,14,27,126551,Mahoning
50,2,1,15,28,125022,Mahoning
50,2,1,16,34,124474,Mahoning
50,2,1,17,36,123085,Mahoning
50,2,1,18,45,121940,Mahoning
50,2,1,19,53,119430,Mahoning
50,2,1,20,44,118401,Mahoning
50,2,1,21,53,117032,Mahoning
50,2,2,1,4,20344,Mahoning
50,2,2,2,0,20578,Mahoning
50,2,2,3,4,20928,Mahoning
50,2,2,4,1,21055,Mahoning
50,2,2,5,2,21172,Mahoning
50,2,2,6,1,21415,Mahoning
50,2,2,7,0,21884,Mahoning
50,2,2,8,0,20992,Mahoning
50,2,2,9,5,21832,Mahoning
50,2,2,10,2,22181,Mahoning
50,2,2,11,2,22120,Mahoning
50,2,2,12,4,22406,Mahoning
50,2,2,13,6,22639,Mahoning
50,2,2,14,4,22807,Mahoning
50,2,2,15,8,22940,Mahoning
50,2,2,16,2,23160,Mahoning
50,2,2,17,7,23227,Mahoning
50,2,2,18,4,23348,Mahoning
50,2,2,19,8,23303,Mahoning
50,2,2,20,8,23495,Mahoning
50,2,2,21,10,23631,Mahoning
51,1,1,1,19,30029,Marion
51,1,1,2,13,30515,Marion
51,1,1,3,14,30994,Marion
51,1,1,4,25,31744,Marion
51,1,1,5,18,31811,Marion
51,1,1,6,16,31793,Marion
51,1,1,7,21,32290,Marion
51,1,1,8,22,32352,Marion
51,1,1,9,19,31977,Marion
51,1,1,10,26,31749,Marion
51,1,1,11,27,31633,Marion
51,1,1,12,19,31701,Marion
51,1,1,13,19,31816,Marion
51,1,1,14,31,31809,Marion
51,1,1,15,34,31679,Marion
51,1,1,16,23,31494,Marion
51,1,1,17,13,31389,Marion
51,1,1,18,22,31259,Marion
51,1,1,19,35,30784,Marion
51,1,1,20,32,30842,Marion
51,1,1,21,42,30724,Marion
51,1,2,1,2,1092,Marion
51,1,2,2,0,1147,Marion
51,1,2,3,0,1200,Marion
51,1,2,4,1,1256,Marion
51,1,2,5,0,1282,Marion
51,1,2,6,1,1326,Marion
51,1,2,7,1,1396,Marion
51,1,2,8,1,1476,Marion
51,1,2,9,1,1486,Marion
51,1,2,10,0,1510,Marion
51,1,2,11,1,1547,Marion
51,1,2,12,0,1595,Marion
51,1,2,13,1,1673,Marion
51,1,2,14,0,1646,Marion
51,1,2,15,0,1619,Marion
51,1,2,16,1,1569,Marion
51,1,2,17,0,1542,Marion
51,1,2,18,1,1499,Marion
51,1,2,19,0,1470,Marion
51,1,2,20,1,1450,Marion
51,1,2,21,2,1422,Marion
51,2,1,1,5,30936,Marion
51,2,1,2,4,31465,Marion
51,2,1,3,1,31906,Marion
51,2,1,4,3,32585,Marion
51,2,1,5,0,32671,Marion
51,2,1,6,4,32659,Marion
51,2,1,7,5,33065,Marion
51,2,1,8,10,33212,Marion
51,2,1,9,6,33040,Marion
51,2,1,10,10,32851,Marion
51,2,1,11,13,32746,Marion
51,2,1,12,6,33020,Marion
51,2,1,13,7,33246,Marion
51,2,1,14,5,33217,Marion
51,2,1,15,7,33066,Marion
51,2,1,16,13,32826,Marion
51,2,1,17,13,32676,Marion
51,2,1,18,17,32448,Marion
51,2,1,19,14,31892,Marion
51,2,1,20,6,31925,Marion
51,2,1,21,11,31784,Marion
51,2,2,1,0,651,Marion
51,2,2,2,0,677,Marion
51,2,2,3,0,709,Marion
51,2,2,4,0,718,Marion
51,2,2,5,0,744,Marion
51,2,2,6,0,761,Marion
51,2,2,7,0,789,Marion
51,2,2,8,0,803,Marion
51,2,2,9,0,839,Marion
51,2,2,10,1,839,Marion
51,2,2,11,0,868,Marion
51,2,2,12,0,893,Marion
51,2,2,13,0,922,Marion
51,2,2,14,0,905,Marion
51,2,2,15,0,878,Marion
51,2,2,16,0,845,Marion
51,2,2,17,0,829,Marion
51,2,2,18,0,803,Marion
51,2,2,19,1,760,Marion
51,2,2,20,1,757,Marion
51,2,2,21,0,739,Marion
52,1,1,1,11,39244,Medina
52,1,1,2,14,39780,Medina
52,1,1,3,16,40509,Medina
52,1,1,4,15,41383,Medina
52,1,1,5,14,41819,Medina
52,1,1,6,12,44350,Medina
52,1,1,7,17,45792,Medina
52,1,1,8,17,47678,Medina
52,1,1,9,18,48773,Medina
52,1,1,10,22,50700,Medina
52,1,1,11,22,53005,Medina
52,1,1,12,17,54755,Medina
52,1,1,13,30,55479,Medina
52,1,1,14,30,56185,Medina
52,1,1,15,21,56344,Medina
52,1,1,16,25,56381,Medina
52,1,1,17,26,56692,Medina
52,1,1,18,33,56874,Medina
52,1,1,19,25,56741,Medina
52,1,1,20,22,57536,Medina
52,1,1,21,31,57843,Medina
52,1,2,1,1,375,Medina
52,1,2,2,0,360,Medina
52,1,2,3,0,381,Medina
52,1,2,4,0,389,Medina
52,1,2,5,2,390,Medina
52,1,2,6,0,419,Medina
52,1,2,7,0,443,Medina
52,1,2,8,0,455,Medina
52,1,2,9,0,467,Medina
52,1,2,10,0,504,Medina
52,1,2,11,0,520,Medina
52,1,2,12,0,532,Medina
52,1,2,13,0,573,Medina
52,1,2,14,0,613,Medina
52,1,2,15,0,647,Medina
52,1,2,16,1,665,Medina
52,1,2,17,3,677,Medina
52,1,2,18,0,691,Medina
52,1,2,19,0,696,Medina
52,1,2,20,1,728,Medina
52,1,2,21,0,746,Medina
52,2,1,1,3,40284,Medina
52,2,1,2,5,40863,Medina
52,2,1,3,2,41387,Medina
52,2,1,4,4,42111,Medina
52,2,1,5,6,42430,Medina
52,2,1,6,4,44801,Medina
52,2,1,7,8,46259,Medina
52,2,1,8,7,48190,Medina
52,2,1,9,7,49336,Medina
52,2,1,10,10,51357,Medina
52,2,1,11,10,53648,Medina
52,2,1,12,10,55378,Medina
52,2,1,13,8,56299,Medina
52,2,1,14,10,56925,Medina
52,2,1,15,15,57057,Medina
52,2,1,16,8,57053,Medina
52,2,1,17,12,57257,Medina
52,2,1,18,12,57329,Medina
52,2,1,19,6,57183,Medina
52,2,1,20,17,57930,Medina
52,2,1,21,11,58264,Medina
52,2,2,1,0,388,Medina
52,2,2,2,0,402,Medina
52,2,2,3,0,408,Medina
52,2,2,4,0,415,Medina
52,2,2,5,0,436,Medina
52,2,2,6,0,458,Medina
52,2,2,7,0,482,Medina
52,2,2,8,0,496,Medina
52,2,2,9,0,517,Medina
52,2,2,10,0,541,Medina
52,2,2,11,0,560,Medina
52,2,2,12,0,577,Medina
52,2,2,13,0,613,Medina
52,2,2,14,0,649,Medina
52,2,2,15,0,669,Medina
52,2,2,16,0,662,Medina
52,2,2,17,0,679,Medina
52,2,2,18,0,679,Medina
52,2,2,19,0,694,Medina
52,2,2,20,0,710,Medina
52,2,2,21,0,729,Medina
53,1,1,1,9,9481,Meigs
53,1,1,2,8,9527,Meigs
53,1,1,3,8,9541,Meigs
53,1,1,4,6,9667,Meigs
53,1,1,5,8,9815,Meigs
53,1,1,6,9,10208,Meigs
53,1,1,7,6,10347,Meigs
53,1,1,8,12,10477,Meigs
53,1,1,9,10,10666,Meigs
53,1,1,10,8,10764,Meigs
53,1,1,11,8,10899,Meigs
53,1,1,12,13,11191,Meigs
53,1,1,13,10,11454,Meigs
53,1,1,14,11,11531,Meigs
53,1,1,15,10,11612,Meigs
53,1,1,16,9,11599,Meigs
53,1,1,17,11,11679,Meigs
53,1,1,18,14,11807,Meigs
53,1,1,19,10,11772,Meigs
53,1,1,20,13,11826,Meigs
53,1,1,21,11,11839,Meigs
53,1,2,1,1,124,Meigs
53,1,2,2,0,115,Meigs
53,1,2,3,0,119,Meigs
53,1,2,4,0,119,Meigs
53,1,2,5,0,125,Meigs
53,1,2,6,0,128,Meigs
53,1,2,7,0,119,Meigs
53,1,2,8,0,124,Meigs
53,1,2,9,0,127,Meigs
53,1,2,10,0,124,Meigs
53,1,2,11,0,130,Meigs
53,1,2,12,0,132,Meigs
53,1,2,13,0,130,Meigs
53,1,2,14,1,134,Meigs
53,1,2,15,0,135,Meigs
53,1,2,16,0,133,Meigs
53,1,2,17,0,139,Meigs
53,1,2,18,1,139,Meigs
53,1,2,19,1,147,Meigs
53,1,2,20,0,152,Meigs
53,1,2,21,2,159,Meigs
53,2,1,1,1,9907,Meigs
53,2,1,2,0,9976,Meigs
53,2,1,3,2,9928,Meigs
53,2,1,4,2,10023,Meigs
53,2,1,5,4,10189,Meigs
53,2,1,6,1,10558,Meigs
53,2,1,7,1,10694,Meigs
53,2,1,8,2,10811,Meigs
53,2,1,9,2,10981,Meigs
53,2,1,10,2,11122,Meigs
53,2,1,11,1,11169,Meigs
53,2,1,12,6,11503,Meigs
53,2,1,13,2,11810,Meigs
53,2,1,14,2,11763,Meigs
53,2,1,15,2,11797,Meigs
53,2,1,16,0,11679,Meigs
53,2,1,17,3,11664,Meigs
53,2,1,18,2,11640,Meigs
53,2,1,19,3,11595,Meigs
53,2,1,20,6,11617,Meigs
53,2,1,21,3,11636,Meigs
53,2,2,1,0,140,Meigs
53,2,2,2,0,131,Meigs
53,2,2,3,0,131,Meigs
53,2,2,4,0,128,Meigs
53,2,2,5,0,132,Meigs
53,2,2,6,0,132,Meigs
53,2,2,7,0,128,Meigs
53,2,2,8,0,125,Meigs
53,2,2,9,0,125,Meigs
53,2,2,10,0,128,Meigs
53,2,2,11,0,129,Meigs
53,2,2,12,0,133,Meigs
53,2,2,13,0,135,Meigs
53,2,2,14,0,133,Meigs
53,2,2,15,0,132,Meigs
53,2,2,16,0,134,Meigs
53,2,2,17,0,134,Meigs
53,2,2,18,0,146,Meigs
53,2,2,19,1,145,Meigs
53,2,2,20,0,151,Meigs
53,2,2,21,0,157,Meigs
54,1,1,1,3,17418,Mercer
54,1,1,2,10,17385,Mercer
54,1,1,3,12,17328,Mercer
54,1,1,4,8,17499,Mercer
54,1,1,5,6,17987,Mercer
54,1,1,6,8,18374,Mercer
54,1,1,7,11,18534,Mercer
54,1,1,8,14,18631,Mercer
54,1,1,9,7,18564,Mercer
54,1,1,10,9,18783,Mercer
54,1,1,11,11,18843,Mercer
54,1,1,12,13,18809,Mercer
54,1,1,13,10,18790,Mercer
54,1,1,14,14,18850,Mercer
54,1,1,15,12,18923,Mercer
54,1,1,16,10,18845,Mercer
54,1,1,17,5,18914,Mercer
54,1,1,18,9,19039,Mercer
54,1,1,19,10,18859,Mercer
54,1,1,20,6,19034,Mercer
54,1,1,21,9,19098,Mercer
54,1,2,1,0,23,Mercer
54,1,2,2,0,21,Mercer
54,1,2,3,0,18,Mercer
54,1,2,4,0,20,Mercer
54,1,2,5,0,25,Mercer
54,1,2,6,0,26,Mercer
54,1,2,7,0,30,Mercer
54,1,2,8,0,32,Mercer
54,1,2,9,0,34,Mercer
54,1,2,10,0,37,Mercer
54,1,2,11,0,40,Mercer
54,1,2,12,0,45,Mercer
54,1,2,13,0,46,Mercer
54,1,2,14,0,46,Mercer
54,1,2,15,0,53,Mercer
54,1,2,16,0,55,Mercer
54,1,2,17,0,55,Mercer
54,1,2,18,0,58,Mercer
54,1,2,19,0,57,Mercer
54,1,2,20,0,60,Mercer
54,1,2,21,0,63,Mercer
54,2,1,1,0,18074,Mercer
54,2,1,2,0,18090,Mercer
54,2,1,3,1,18005,Mercer
54,2,1,4,1,18083,Mercer
54,2,1,5,0,18565,Mercer
54,2,1,6,1,18924,Mercer
54,2,1,7,4,19046,Mercer
54,2,1,8,7,19273,Mercer
54,2,1,9,4,19145,Mercer
54,2,1,10,2,19378,Mercer
54,2,1,11,3,19383,Mercer
54,2,1,12,3,19417,Mercer
54,2,1,13,2,19331,Mercer
54,2,1,14,1,19394,Mercer
54,2,1,15,2,19520,Mercer
54,2,1,16,4,19485,Mercer
54,2,1,17,4,19537,Mercer
